ID,floor,lift,district,street,community,area,toward,model,rent,totalfloor
2410,高楼层,无,石景山,鲁谷,永乐东区,65.00,南北,2室1厅1卫,4500.0,6
2411,高楼层,无,昌平,西关环岛,西关路,77.36,南北,2室1厅1卫,3500.0,6
2412,中楼层,无,顺义,顺义城,港馨家园东区,94.35,南北,2室1厅1卫,3500.0,6
2413,低楼层,无,朝阳,劲松,农光里,61.21,南北,2室1厅1卫,6300.0,12
2414,高楼层,有,大兴,大兴新机场,御园B区,89.00,南北,2室1厅1卫,2600.0,15
2415,中楼层,无,密云,密云镇,北京液压件厂家属区,71.46,南北,2室2厅1卫,2000.0,5
2416,中楼层,有,朝阳,甜水园,公园五号,56.74,东,1室0厅1卫,8100.0,17
2417,中楼层,有,丰台,玉泉营,鸿业兴园一区,115.05,南北,3室2厅1卫,9000.0,21
2418,低楼层,有,丰台,赵公口,怡和世家,65.00,南,1室1厅1卫,5600.0,21
2419,高楼层,无,海淀,玉泉路,十一教工楼,68.30,南北,3室1厅1卫,8700.0,6
2420,低楼层,有,海淀,知春路,太阳园,81.16,西南,2室1厅1卫,12000.0,27
2421,高楼层,无,朝阳,朝阳公园,南十里居,54.00,南北,1室1厅1卫,6100.0,6
2422,低楼层,有,大兴,大兴新机场,中海云筑,89.00,南北,3室1厅1卫,3200.0,10
2423,中楼层,无,海淀,中关村,黄庄小区,61.30,南北,3室1厅1卫,12800.0,5
2424,高楼层,有,朝阳,望京,宝星园一区,106.00,东南,2室1厅1卫,12500.0,24
2425,中楼层,有,朝阳,亚运村,阳光广场,135.00,东南西,3室1厅2卫,13000.0,18
2426,中楼层,无,顺义,后沙峪,万科城市花园,180.88,南北,4室2厅3卫,10500.0,4
2427,高楼层,有,大兴,亦庄,远洋天著三期,166.00,南北,3室2厅2卫,15500.0,9
2428,高楼层,无,通州,万达,中山大街108号院,62.80,南北,2室1厅1卫,3500.0,6
2429,中楼层,有,昌平,回龙观,新龙城,89.00,西北,2室1厅1卫,7600.0,11
2430,低楼层,有,朝阳,双桥,中建玲珑山,114.00,南北,5室0厅1卫,8000.0,14
2431,低楼层,有,昌平,天通苑,天通苑北一区,98.00,东南,2室1厅1卫,6300.0,29
2432,中楼层,有,昌平,回龙观,融泽嘉园1号院,63.00,南,1室1厅1卫,6700.0,34
2433,低楼层,无,密云,果园街道,阳光水岸家园,79.44,南,2室1厅1卫,2600.0,11
2434,高楼层,无,石景山,古城,古城北路,43.96,南北,2室1厅1卫,4000.0,6
2435,高楼层,有,西城,马甸,京师吉地,51.96,西,1室1厅1卫,8000.0,20
2436,低楼层,有,丰台,花乡,银地家园,97.00,南北,2室1厅1卫,5200.0,16
2437,高楼层,有,顺义,顺义城,广厦鑫苑,127.99,南北,3室2厅2卫,4500.0,12
2438,中楼层,有,西城,金融街,华荣公寓,263.00,南北,3室2厅2卫,68000.0,10
2439,高楼层,无,朝阳,团结湖,团结湖中路南二条,61.00,南北,2室1厅1卫,7600.0,6
2440,高楼层,无,石景山,鲁谷,玉泉路甲65号院,62.48,南北,2室1厅1卫,5000.0,6
2441,中楼层,有,海淀,清河,强佑·府学上院,88.00,东,2室1厅1卫,8500.0,27
2442,高楼层,有,亦庄开发区,通州其它,北京经开汀塘,83.00,南北,2室1厅1卫,6200.0,15
2443,高楼层,有,海淀,公主坟,颐源居小区,176.69,西南,4室2厅2卫,22000.0,28
2444,中楼层,有,通州,武夷花园,运河明珠,105.00,西北,2室1厅1卫,6000.0,11
2445,中楼层,无,大兴,枣园,丽园B区,90.00,南北,2室1厅1卫,4300.0,7
2446,中楼层,有,朝阳,北苑,世华泊郡,123.00,南北,3室1厅2卫,13500.0,25
2447,高楼层,有,房山,良乡,瑞雪春堂,36.78,东,3室0厅1卫,2250.0,9
2448,高楼层,无,大兴,黄村火车站,林校北里,63.60,南北,3室1厅1卫,3500.0,6
2449,中楼层,有,海淀,定慧寺,定慧福里北区,101.00,南北,3室1厅1卫,11000.0,16
2450,中楼层,有,顺义,顺义城,怡馨家园,92.50,南北,2室1厅1卫,4600.0,9
2451,高楼层,有,朝阳,石佛营,炫特嘉园三期,71.80,南,1室1厅1卫,7200.0,25
2452,中楼层,有,朝阳,太阳宫,水星园,139.00,东南,3室2厅2卫,22000.0,19
2453,高楼层,有,东城,朝阳门内,豆瓣胡同,86.00,东西,3室1厅1卫,14700.0,21
2454,中楼层,有,朝阳,安贞,安华里社区,57.49,东西,2室1厅1卫,7600.0,14
2455,低楼层,有,昌平,回龙观,上北鑫座,57.82,南,1室0厅1卫,5700.0,7
2456,低楼层,有,大兴,天宫院,龙湖时代天街,98.00,南北,3室1厅1卫,5000.0,18
2457,中楼层,有,海淀,军博,莲花池东路9号院,74.90,南,2室1厅1卫,8800.0,19
2458,中楼层,有,海淀,万柳,蜂鸟家园,50.00,北,1室0厅1卫,7000.0,14
2459,高楼层,无,海淀,军博,乔建里,45.00,南,1室1厅1卫,6000.0,6
2460,高楼层,无,通州,武夷花园,紫荆园,122.85,南北,3室2厅2卫,5000.0,6
2461,高楼层,无,丰台,成寿寺,苇子坑1号院,69.99,南北,3室1厅1卫,5500.0,6
2462,中楼层,无,昌平,回龙观,龙禧苑一区,123.00,南北,3室1厅2卫,9000.0,7
2463,高楼层,无,石景山,古城,中海寰宇天下熙山府,111.00,南北,3室2厅1卫,11000.0,26
2464,中楼层,无,大兴,大兴新机场,隆盛园,101.00,南西北,2室1厅1卫,2700.0,6
2465,高楼层,无,朝阳,甜水园,甜水园东里,57.70,东西,2室1厅1卫,6500.0,6
2466,中楼层,有,房山,长阳,绿地新都会,115.00,南北,3室1厅2卫,4600.0,12
2467,中楼层,无,大兴,枣园,滨河东里,60.00,南北,2室1厅1卫,3200.0,6
2468,高楼层,无,门头沟,滨河西区,承泽苑,60.00,东,1室1厅1卫,3000.0,6
2469,中楼层,有,石景山,鲁谷,碣石坪,88.50,南,2室1厅1卫,6200.0,24
2470,中楼层,有,昌平,东关,红石座,41.55,西北,1室0厅1卫,3300.0,8
2471,中楼层,无,房山,良乡,苏庄一里小区,117.60,南,3室1厅2卫,3400.0,6
2472,低楼层,有,朝阳,双井,苹果社区北区,122.75,南,2室1厅1卫,12000.0,20
2473,高楼层,无,顺义,顺义其它,华英园,104.00,南北,3室1厅1卫,4600.0,6
2474,高楼层,有,朝阳,中央别墅区,瑞悦府,90.00,南北,3室1厅1卫,9000.0,11
2475,中楼层,有,丰台,青塔,天鸿美域,60.41,南,2室1厅1卫,6500.0,15
2476,中楼层,有,朝阳,百子湾,沿海赛洛城四期,69.15,北,2室0厅1卫,7700.0,12
2477,中楼层,无,西城,西单,大六部口,76.30,南北,3室1厅1卫,13000.0,6
2478,高楼层,有,通州,玉桥,景馨家园,92.00,东西,2室1厅2卫,4300.0,13
2479,高楼层,有,朝阳,太阳宫,水星园,94.00,东南,2室1厅1卫,13000.0,23
2480,中楼层,无,石景山,古城,中海寰宇天下熙山府,101.74,南北,3室2厅2卫,9500.0,26
2481,中楼层,有,大兴,旧宫,旧宫新苑南区,84.00,南北,2室1厅1卫,5000.0,12
2482,高楼层,无,门头沟,大峪,永新小区,65.00,南北,2室1厅1卫,2650.0,6
2483,中楼层,无,西城,月坛,月坛北街,61.00,东南,3室1厅1卫,11000.0,5
2484,低楼层,有,海淀,甘家口,阜成路北三街7号院,44.05,南,1室1厅1卫,6200.0,16
2485,低楼层,无,通州,潞苑,小潞邑,86.75,南北,2室1厅1卫,3300.0,6
2486,低楼层,无,丰台,北大地,东安街头条甲3号,36.00,南,1室1厅1卫,3900.0,6
2487,中楼层,无,朝阳,CBD,光辉南里,65.00,南北,2室1厅1卫,7500.0,6
2488,中楼层,有,东城,永定门,建予园,109.97,东北,3室1厅1卫,8800.0,16
2489,低楼层,无,亦庄开发区,通州其它,首创远洋禧瑞天著西区,89.00,南北,3室1厅1卫,6200.0,25
2490,高楼层,无,亦庄开发区,通州其它,首创远洋禧瑞天著西区,119.00,南北,3室1厅1卫,8200.0,21
2491,高楼层,无,朝阳,石佛营,石佛营西里小区,44.89,南北,1室1厅1卫,4800.0,6
2492,低楼层,有,石景山,杨庄,茂华景公院,176.00,南北,3室2厅2卫,15500.0,9
2493,低楼层,有,朝阳,定福庄,泰福苑D3区,86.00,南,3室1厅1卫,6600.0,27
2494,中楼层,无,顺义,顺义城,建新北区,54.00,南,2室1厅1卫,2900.0,5
2495,中楼层,有,海淀,清河,观林园,163.00,南北,3室2厅2卫,16500.0,6
2496,低楼层,有,朝阳,望京,东湖湾三期,150.00,南北,3室2厅2卫,18000.0,28
2497,中楼层,有,大兴,天宫院,珺悦国际,134.00,东南,4室0厅2卫,6300.0,28
2498,低楼层,无,怀柔,怀柔,顶秀美泉小镇A区,160.86,南北,3室2厅2卫,4800.0,4
2499,低楼层,有,朝阳,东大桥,新城国际,188.55,东西,4室1厅2卫,38000.0,30
2500,中楼层,有,丰台,宋家庄,方泽园,85.53,南北,2室1厅1卫,7000.0,16
2501,中楼层,有,大兴,亦庄开发区其它,南海家园一里,67.00,南北,1室1厅1卫,4000.0,18
2502,低楼层,无,朝阳,团结湖,团结湖北二条,58.00,南北,3室1厅1卫,8800.0,6
2503,中楼层,无,东城,建国门内,大羊宜宾胡同33号院,77.73,南北,3室1厅1卫,12500.0,6
2504,高楼层,无,房山,良乡,建设巷小区,62.53,南北,2室1厅1卫,2500.0,6
2505,低楼层,有,朝阳,朝青,国美第一城2号院,92.41,南,2室1厅1卫,8500.0,27
2506,中楼层,无,通州,玉桥,格兰晴天,94.00,南北,2室1厅1卫,4700.0,6
2507,中楼层,有,朝阳,东大桥,世界城,76.20,西北,2室0厅1卫,18000.0,29
2508,中楼层,有,海淀,六里桥,橙色年代,71.00,西,1室1厅1卫,6000.0,24
2509,低楼层,无,朝阳,国展,柳芳北里,58.00,南北,2室1厅1卫,7500.0,6
2510,低楼层,有,通州,武夷花园,百合湾,48.00,南北,3室0厅2卫,5800.0,14
2511,低楼层,有,朝阳,百子湾,金都心语,50.00,西南,1室0厅1卫,5200.0,22
2512,中楼层,无,昌平,北七家,西湖新村,107.67,南北,2室1厅1卫,4200.0,7
2513,高楼层,无,大兴,大兴其它,天堂河东区,120.00,南北,3室1厅2卫,3900.0,6
2514,低楼层,有,朝阳,酒仙桥,阳光上东滨河花园,228.46,南北,3室2厅3卫,45000.0,6
2515,低楼层,有,大兴,枣园,波普公社,68.00,东,2室0厅1卫,4500.0,25
2516,中楼层,有,亦庄开发区,亦庄,北京经开壹中心,77.42,南北,2室1厅1卫,6300.0,11
2517,低楼层,有,顺义,顺义城,金汉绿港一区,106.00,南北,2室1厅1卫,4800.0,19
2518,中楼层,有,通州,武夷花园,京贸国际城,92.37,南,2室1厅1卫,4500.0,36
2519,低楼层,无,大兴,枣园,滨河坊,41.70,东西,1室1厅1卫,3200.0,6
2520,高楼层,无,大兴,枣园,滨河东里,50.00,东南,1室1厅1卫,2900.0,6
2521,中楼层,无,大兴,旧宫,清乐园,135.43,南北,3室2厅2卫,6500.0,6
2522,中楼层,有,朝阳,大望路,珠江帝景,128.00,南,2室1厅2卫,16000.0,26
2523,中楼层,有,通州,九棵树(家乐福),金成府,109.00,南,2室1厅2卫,8300.0,31
2524,低楼层,有,房山,长阳,加州水郡Q酷,26.58,南,1室0厅1卫,1600.0,14
2525,中楼层,有,朝阳,大望路,后现代城A区,61.12,南,1室0厅1卫,7000.0,14
2526,中楼层,有,亦庄开发区,亦庄,力宝广场,82.50,西北,1室0厅1卫,6800.0,25
2527,中楼层,有,朝阳,北苑,中国铁建广场,70.48,东北,2室0厅1卫,7300.0,29
2528,低楼层,有,昌平,立水桥,润枫欣尚,64.00,东,1室0厅1卫,5800.0,20
2529,低楼层,有,西城,马甸,阳光丽景,106.70,南北,2室2厅1卫,24200.0,12
2530,中楼层,有,朝阳,望京,望京新城,133.00,东南,4室1厅2卫,15500.0,27
2531,低楼层,有,西城,菜户营,考拉社区,43.00,东,1室0厅1卫,5000.0,21
2532,低楼层,有,朝阳,北苑,润泽悦溪,89.46,南北,3室1厅2卫,14000.0,10
2533,高楼层,有,东城,朝阳门内,竹杆胡同,74.99,东西,2室1厅1卫,11000.0,9
2534,高楼层,有,朝阳,双井,富力城B区,60.48,北,1室1厅1卫,11000.0,14
2535,中楼层,有,大兴,枣园,首邑上城,123.00,南北,3室1厅2卫,7000.0,16
2536,低楼层,有,大兴,天宫院,住总万科橙,94.40,南北,3室1厅1卫,5400.0,21
2537,中楼层,无,顺义,顺义城,双兴南区,94.93,南北,2室1厅1卫,4000.0,6
2538,低楼层,有,丰台,成寿寺,华芳园,76.04,东南,3室1厅1卫,6100.0,18
2539,中楼层,有,昌平,南邵,金科廊桥水岸,92.00,南北,2室1厅1卫,6500.0,6
2540,低楼层,有,朝阳,潘家园,弘善家园,82.00,东南,2室1厅1卫,6300.0,23
2541,低楼层,无,海淀,西二旗,智学苑,89.00,南北,3室1厅1卫,9800.0,6
2542,中楼层,有,东城,安贞,安圣苑,99.00,西,2室1厅1卫,12000.0,18
2543,中楼层,有,朝阳,北苑,北苑家园茉藜园,105.00,南北,2室1厅1卫,8200.0,26
2544,高楼层,无,房山,良乡,宜春里,54.36,南,2室1厅1卫,1850.0,6
2545,低楼层,有,朝阳,双井,富力城B区,85.00,北,2室1厅1卫,12500.0,18
2546,中楼层,有,朝阳,朝青,小悦城中心,63.99,南,2室0厅2卫,11000.0,18
2547,高楼层,有,通州,万达,北京ONE,98.00,西,2室1厅1卫,6500.0,31
2548,中楼层,有,昌平,回龙观,首开国风美唐一期,91.90,南北,2室1厅1卫,8500.0,11
2549,地下室,无,亦庄开发区,亦庄,亲爱的villa,476.73,南北,5室3厅5卫,65000.0,2
2550,低楼层,有,丰台,科技园区,万科蓝蓝沁家园,75.00,南北,2室1厅1卫,7500.0,18
2551,中楼层,有,朝阳,亚运村小营,远洋万和城B区,89.48,南,2室2厅1卫,14200.0,18
2552,高楼层,有,朝阳,朝阳公园,棕榈泉国际公寓,193.00,西南北,3室1厅2卫,30000.0,27
2553,高楼层,无,大兴,观音寺,观音寺北里,69.29,南北,2室1厅1卫,3000.0,6
2554,中楼层,有,海淀,公主坟,国悦府,222.53,北,6室0厅1卫,47000.0,19
2555,中楼层,有,昌平,鼓楼大街,金隅万科城一期,91.24,南北,2室1厅1卫,4900.0,21
2556,低楼层,有,通州,梨园,新通国际花园,59.15,南西,1室1厅1卫,4300.0,28
2557,中楼层,有,朝阳,欢乐谷,北京华侨城1号院,168.00,南北,3室2厅2卫,15500.0,15
2558,中楼层,无,石景山,石景山其它,远洋天著春秋,132.00,南北,2室0厅1卫,8500.0,6
2559,中楼层,有,西城,广安门,荣丰2008,39.59,西南,1室1厅2卫,6000.0,12
2560,高楼层,无,门头沟,滨河西区,新桥南大街,70.00,南北,3室1厅1卫,3300.0,6
2561,中楼层,有,顺义,后沙峪,中粮祥云国际生活区,143.93,南北,3室2厅2卫,17000.0,14
2562,中楼层,有,大兴,枣园,康庄中巷4号院,89.29,南北,2室2厅1卫,3800.0,12
2563,高楼层,有,门头沟,门头沟其它,中门寺街37号院,67.32,南,2室1厅1卫,2500.0,10
2564,高楼层,无,石景山,鲁谷,玉泉路65号院,63.25,南北,2室1厅1卫,6500.0,6
2565,高楼层,有,房山,良乡,瑞雪春堂,37.00,东,2室1厅1卫,2250.0,9
2566,高楼层,有,朝阳,北苑,世华泊郡,85.00,南,2室1厅1卫,9700.0,22
2567,中楼层,有,朝阳,中央别墅区,瑞悦府,89.00,南北,3室1厅1卫,8300.0,8
2568,低楼层,有,石景山,鲁谷,远洋沁山水,87.31,东西,3室2厅1卫,10000.0,11
2569,高楼层,有,大兴,大兴新机场,御园B区,112.00,南北,3室1厅1卫,3300.0,15
2570,中楼层,有,丰台,马家堡,枫竹苑二区,90.16,西南,2室1厅1卫,7500.0,17
2571,地下室,无,朝阳,大望路,西大望路12号院,51.00,南,1室1厅1卫,5000.0,6
2572,中楼层,有,昌平,回龙观,融泽嘉园,104.00,南北,3室1厅1卫,10000.0,22
2573,中楼层,有,朝阳,大望路,珠江帝景新博悦,89.68,南,2室1厅1卫,13000.0,17
2574,高楼层,无,门头沟,门头沟其它,石泉砖厂B9区,45.00,南,1室1厅1卫,2300.0,6
2575,高楼层,有,朝阳,国展,林达大厦,181.07,东南,3室2厅1卫,20000.0,25
2576,低楼层,有,亦庄开发区,亦庄,北京经开芯中心,92.74,西,1室0厅1卫,6000.0,19
2577,高楼层,有,门头沟,大峪,华远裘马四季,193.00,南北,5室2厅2卫,20000.0,24
2578,中楼层,有,朝阳,亚运村,润枫德尚苑,176.65,南,2室1厅2卫,18500.0,8
2579,中楼层,有,海淀,公主坟,颐源居小区,232.55,南,4室1厅2卫,35000.0,16
2580,中楼层,有,大兴,大兴新机场,天恒旭辉7号院,260.00,东南北,6室0厅1卫,4100.0,6
2581,低楼层,无,顺义,顺义城,波特兰花园一期,429.61,南北,6室4厅3卫,29000.0,2
2582,高楼层,有,昌平,东关,水晶屿,49.87,南,2室0厅1卫,2600.0,7
2583,中楼层,有,海淀,紫竹桥,人济山庄,192.59,南西,4室2厅1卫,29900.0,26
2584,高楼层,有,顺义,后沙峪,香花畦家园,163.63,南北,4室2厅2卫,12000.0,7
2585,中楼层,有,朝阳,芍药居,世奥国际中心,129.95,东北,4室0厅2卫,19000.0,25
2586,低楼层,无,朝阳,亚运村,紫玉山庄,320.00,南北,5室2厅4卫,130000.0,3
2587,高楼层,无,朝阳,西坝河,金泰大厦,286.00,南,3室1厅1卫,71500.0,24
2588,高楼层,有,房山,长阳,合景领峰10号院,103.94,东,1室0厅0卫,4000.0,2
2589,高楼层,有,朝阳,团结湖,中海紫荆豪庭,220.46,北东北,4室2厅3卫,25000.0,30
2590,中楼层,无,大兴,枣园,滨河西里,69.54,西南,2室1厅1卫,3200.0,6
2591,低楼层,无,朝阳,西坝河,金泰大厦,45.75,东,1室0厅0卫,11500.0,24
2592,高楼层,有,通州,临河里,华业东方玫瑰D区,128.07,南北,3室2厅2卫,7000.0,22
2593,低楼层,无,朝阳,立水桥,塞纳维拉,201.41,南北,4室2厅2卫,23000.0,3
2594,高楼层,无,房山,良乡,东礼胡同,67.73,南北,2室1厅1卫,2100.0,6
2595,低楼层,有,丰台,马家堡,时代风帆大厦,160.00,东南,4室1厅1卫,17000.0,24
2596,高楼层,有,顺义,顺义城,石园南区18号院,58.70,东,1室0厅1卫,2900.0,6
2597,低楼层,无,大兴,枣园,福苑小区,53.38,南北,1室1厅1卫,3000.0,6
2598,中楼层,有,朝阳,东大桥,新城国际,86.47,西北,1室1厅0卫,16000.0,8
2599,低楼层,有,朝阳,CBD,金地国际花园,198.60,南北,3室1厅2卫,27500.0,33
2600,中楼层,无,亦庄开发区,亦庄,浉城百丽,182.03,南北,3室2厅2卫,12000.0,4
2601,中楼层,有,顺义,后沙峪,中粮祥云国际生活区,59.00,北,2室0厅1卫,6500.0,8
2602,中楼层,有,大兴,大兴新机场,天恒旭辉7号院,90.45,南,5室0厅2卫,3900.0,7
2603,中楼层,有,大兴,瀛海,首开龙湖天琅,127.12,南北,7室0厅4卫,7000.0,6
2604,中楼层,有,昌平,东关,红石座,60.87,东,2室0厅1卫,3700.0,13
2605,高楼层,有,昌平,鼓楼大街,南环里,34.86,西,1室0厅1卫,3000.0,10
2606,低楼层,有,朝阳,方庄,10AM新坐标,27.62,西,1室0厅1卫,4300.0,29
2607,中楼层,无,朝阳,国展,柳芳北里,56.70,南北,2室1厅1卫,7000.0,6
2608,中楼层,有,顺义,中央别墅区,会展誉景,65.00,北,2室0厅1卫,5500.0,13
2609,高楼层,有,通州,临河里,金隅七零九零,88.94,南北,2室1厅1卫,4100.0,15
2610,低楼层,无,大兴,黄村火车站,车站北里,108.00,南北,3室1厅1卫,4500.0,6
2611,高楼层,有,昌平,回龙观,领秀慧谷A区,83.00,南北,2室1厅1卫,6500.0,11
2612,低楼层,有,门头沟,大峪,门头沟京汉铂寓,93.00,南北,2室1厅1卫,5000.0,27
2613,低楼层,有,朝阳,四惠,东恒时代二期,68.00,南,1室1厅1卫,9200.0,21
2614,中楼层,有,朝阳,北工大,禧福汇,88.00,西,2室1厅1卫,12000.0,20
2615,低楼层,有,朝阳,华威桥,汉华苑,136.00,东南,3室2厅2卫,12500.0,22
2616,低楼层,无,丰台,玉泉营,万柳园小区,54.00,南,2室1厅1卫,5200.0,6
2617,低楼层,有,朝阳,潘家园,嘉禾园,107.00,南西北,3室1厅1卫,8500.0,18
2618,低楼层,有,海淀,双榆树,豪景大厦,178.80,西南,4室0厅1卫,26000.0,22
2619,中楼层,有,海淀,五道口,龙湖唐宁one,51.00,南,1室0厅1卫,8900.0,10
2620,低楼层,无,西城,六铺炕,德外大街乙12号院,58.00,南西北,3室1厅1卫,8850.0,4
2621,中楼层,有,海淀,西三旗,富力桃园A区,89.70,东,2室1厅1卫,7000.0,20
2622,低楼层,有,丰台,成寿寺,亚胜铂第公馆,50.00,西,1室0厅1卫,5200.0,24
2623,低楼层,无,丰台,北大地,东安街头条甲3号,56.00,南北,2室1厅1卫,4300.0,6
2624,中楼层,有,石景山,鲁谷,远洋沁山水,87.00,西南,2室1厅1卫,9200.0,18
2625,中楼层,有,海淀,白石桥,富海中心,368.55,东,1室0厅0卫,66339.0,17
2626,低楼层,有,海淀,田村,西山洋房,90.00,南,2室1厅1卫,8200.0,6
2627,高楼层,无,丰台,青塔,青塔芳园,60.00,南北,2室1厅1卫,4700.0,6
2628,低楼层,有,通州,通州北苑,长城国际,54.00,西,1室0厅1卫,3800.0,22
2629,低楼层,无,东城,东四,东四十一条,16.70,南,1室0厅1卫,4800.0,1
2630,中楼层,有,朝阳,奥林匹克公园,天居园,138.71,南西南,2室1厅2卫,12000.0,32
2631,中楼层,有,朝阳,欢乐谷,世纪东方城,103.00,东南,3室1厅1卫,9500.0,21
2632,中楼层,有,丰台,马连道,丽泽雅园,79.00,东南,2室1厅1卫,7000.0,24
2633,高楼层,有,大兴,西红门,世嘉博苑,78.00,东北,2室1厅1卫,5600.0,15
2634,高楼层,有,昌平,立水桥,顶秀青溪,123.00,南北,3室1厅1卫,9500.0,15
2635,高楼层,无,石景山,苹果园,海特花园小区,65.00,南北,1室1厅1卫,5700.0,7
2636,低楼层,有,西城,六铺炕,德胜置业,119.00,北,3室1厅1卫,14500.0,16
2637,中楼层,有,西城,右安门内,清芷园,92.00,西南,3室1厅1卫,9500.0,18
2638,低楼层,有,朝阳,朝阳公园,瞰都国际,60.00,西北,1室0厅1卫,7800.0,25
2639,高楼层,有,海淀,定慧寺,定慧福里南区,77.00,东,2室1厅1卫,11500.0,17
2640,低楼层,有,朝阳,大望路,后现代城D区,130.00,东南,3室1厅2卫,13000.0,28
2641,中楼层,有,朝阳,朝阳公园,公园大道,96.00,南,1室1厅1卫,17500.0,31
2642,高楼层,有,朝阳,常营,苹果派,82.00,南,2室1厅2卫,7500.0,11
2643,高楼层,无,西城,月坛,洪茂沟社区,54.00,东西,2室1厅1卫,8500.0,6
2644,低楼层,无,朝阳,管庄,管庄西里,65.00,南北,2室1厅1卫,4500.0,6
2645,高楼层,无,海淀,苏州桥,万泉庄小区,62.50,南北,2室1厅1卫,9500.0,6
2646,高楼层,有,朝阳,双井,非常生活,69.01,东北,1室1厅1卫,8500.0,23
2647,高楼层,无,通州,梨园,云景里南大门,76.00,南北,2室1厅1卫,3800.0,6
2648,高楼层,无,门头沟,城子,向阳东里,58.00,南北,2室1厅1卫,2600.0,6
2649,低楼层,无,通州,梨园,站前巴黎,120.00,南北,3室1厅2卫,7000.0,6
2650,中楼层,无,东城,广渠门,光明西里,50.00,东西,2室1厅1卫,5500.0,5
2651,高楼层,有,西城,广安门,红山世家,42.46,东,1室0厅1卫,6000.0,15
2652,高楼层,有,朝阳,常营,北京像素南区,54.00,东北,1室0厅1卫,4700.0,23
2653,中楼层,无,房山,良乡,东关家园,81.70,南北,2室2厅1卫,2700.0,6
2654,高楼层,无,门头沟,门头沟其它,中门寺街37号院,61.00,南北,2室1厅1卫,2600.0,8
2655,高楼层,有,顺义,顺义其它,鹭峯国际,106.00,南,3室0厅2卫,5000.0,14
2656,高楼层,无,通州,马驹桥,新海南里,107.00,南北,3室2厅1卫,5000.0,6
2657,中楼层,无,东城,安定门,安外大街3号院,34.00,东,1室1厅1卫,5600.0,6
2658,中楼层,有,海淀,上地,辉煌国际,63.00,南,2室0厅1卫,7000.0,23
2659,低楼层,有,朝阳,北苑,润泽公馆,61.00,南,1室1厅1卫,7500.0,23
2660,中楼层,无,怀柔,怀柔,怡安园小区,72.74,南西北,3室1厅1卫,2700.0,6
2661,高楼层,无,房山,良乡,佳世苑小区,75.00,南北,2室1厅1卫,2800.0,6
2662,低楼层,有,朝阳,北苑,美立方,45.00,南,1室0厅1卫,5500.0,13
2663,高楼层,有,大兴,黄村中,时代龙和,106.00,东南南,2室1厅1卫,4600.0,15
2664,高楼层,有,顺义,顺义其它,鹭峯国际,92.00,北,3室0厅1卫,3900.0,14
2665,高楼层,有,大兴,黄村中,三合北巷,87.00,南北,2室1厅1卫,4000.0,16
2666,低楼层,无,昌平,昌平其它,御汤山东区,460.20,东南西北,5室2厅4卫,28000.0,2
2667,中楼层,有,通州,武夷花园,百合湾,88.00,南北,3室1厅1卫,6700.0,20
2668,高楼层,无,通州,九棵树(家乐福),格瑞雅居,85.00,南北,2室1厅1卫,4500.0,6
2669,中楼层,有,朝阳,北苑,中国铁建国际城,91.00,南,2室1厅1卫,9300.0,28
2670,高楼层,无,丰台,玉泉营,新村二里,53.80,南北,2室1厅1卫,4200.0,5
2671,高楼层,有,西城,月坛,三里河东路,83.70,东,2室1厅1卫,15000.0,14
2672,中楼层,无,朝阳,朝阳门外,吉祥里,44.30,南北,1室1厅1卫,7200.0,6
2673,低楼层,有,朝阳,望京,望京花园东区,130.00,南,3室1厅2卫,14500.0,27
2674,高楼层,无,昌平,天通苑,天通苑本三区,135.00,南西北,3室1厅2卫,8000.0,6
2675,中楼层,有,丰台,大红门,上海建筑,87.00,南,2室1厅1卫,7000.0,10
2676,中楼层,有,通州,九棵树(家乐福),龙鼎园,68.00,南,1室1厅1卫,3800.0,11
2677,中楼层,有,海淀,紫竹桥,财智公馆,49.91,西,1室1厅1卫,6450.0,17
2678,中楼层,有,朝阳,北苑,领地OFFICE,145.96,东,1室1厅1卫,15000.0,11
2679,中楼层,无,石景山,杨庄,杨庄北区,95.29,南北,3室1厅1卫,7000.0,5
2680,低楼层,有,海淀,五道口,龙湖唐宁one,49.40,北,1室0厅1卫,8800.0,10
2681,低楼层,有,顺义,马坡,香悦四季,33.00,西,1室1厅1卫,2100.0,17
2682,中楼层,无,昌平,回龙观,田园风光雅苑,89.00,东西,2室1厅1卫,7000.0,6
2683,中楼层,有,通州,潞苑,中国铁建通瑞嘉苑,89.70,南,2室1厅1卫,4000.0,26
2684,中楼层,有,丰台,科技园区,广安康润家园东区,83.21,南,2室2厅1卫,4700.0,19
2685,高楼层,无,昌平,北七家,名佳花园四区,87.61,南北,2室1厅2卫,4100.0,6
2686,中楼层,有,东城,东直门,察慈小区,45.00,南,1室1厅1卫,7300.0,12
2687,高楼层,有,朝阳,亚运村,保利金泉,89.54,东,2室1厅1卫,11200.0,26
2688,高楼层,有,东城,永定门,革新南路2号院,58.46,东南,2室1厅1卫,5900.0,21
2689,低楼层,有,通州,九棵树(家乐福),K2玉蘭湾,66.00,西,1室1厅1卫,5300.0,27
2690,高楼层,有,朝阳,芍药居,芍药居北里,95.19,东,2室1厅1卫,10000.0,24
2691,高楼层,有,海淀,定慧寺,八里庄北里,76.80,东南,2室1厅1卫,8500.0,16
2692,中楼层,有,亦庄开发区,亦庄开发区其它,瀛海庄园,221.00,南北,2室2厅2卫,13800.0,4
